,Unnamed: 0,Topics,Sentences,Scores,pos,neg,compound,type,Sentiments_GloVe
141,141,0, They were wearing green khaki Introduction This paper focuses on Abyei as a case study of the scarcity of resources and armed conflict that started as an intrastate conflict between the Government of Sudan and the Sudan Liberation Army and escalated to an interstate conflict between Sudan and the newly independent South,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.7096}",0.0,0.126,-0.7096,NEG,positive
142,142,0, the conflict has escalated and become a conflict between two countries rather than a conflict between two indigenous communities inhabiting what used to be a small area in one,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.7096}",0.0,0.231,-0.7096,NEG,positive
143,143,0, the involvement of external actors in the conflict has paralysed this way of conflict lution and led to the marginalisation of traditional conflict resolution,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.7096}",0.0,0.247,-0.7096,NEG,positive
144,144,0, To end the conflict and to achieve sustainable local population experience in conflict resolution and peace building needs to be considered as well as their innovative tiatives for peaceful,"{'neg': 0.117, 'neu': 0.585, 'pos': 0.298, 'compound': 0.7964}",0.298,0.117,0.7964,POS,positive
145,145,0, Any formal peace agreement to solve the conflict in Abyei should take into account history of intrastate conflicts former conflict with Southern flict in Blue Nile and Southern,"{'neg': 0.191, 'neu': 0.584, 'pos': 0.225, 'compound': 0.3182}",0.225,0.191,0.3182,POS,positive
146,146,0, In their treatment of Egyptian expansion mentioned capture the conflict between Cairo and its subject states in Sudan and northern,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",0.0,0.108,-0.3182,NEG,positive
147,147,0, A Egyptian Foreign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
148,148,0, Because of the construction of the dispute between Egypt and Ethiopia has risen,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",0.0,0.184,-0.4019,NEG,negative
149,149,0, Conflict Prevention and Early Warning,"{'neg': 0.61, 'neu': 0.39, 'pos': 0.0, 'compound': -0.5719}",0.0,0.61,-0.5719,NEG,positive
150,150,0, Nile River A Case Study in Surface Water Conflict,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
151,151,0, The economic determinants water of the water conflict among Egypt and the Nile Basin,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}",0.0,0.15,-0.3182,NEG,positive
152,152,0, Legal determinants of water conflict among Egypt and the Nile Basin,"{'neg': 0.18, 'neu': 0.703, 'pos': 0.117, 'compound': -0.2023}",0.117,0.18,-0.2023,NEG,positive
153,153,0, The role of America and the World Bank in the water conflict among Egypt and the Nile Basin,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}",0.0,0.119,-0.3182,NEG,positive
154,154,0, Saad Samir The next war is water war and the conflict with Dar Al Riyadh for publication and Saudi,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.8779}",0.0,0.387,-0.8779,NEG,positive
155,155,0, Saheb water conflict among the Nile Basin Dar,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
156,156,0, The disputed are not the only source of conflict in the,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.5719}",0.0,0.343,-0.5719,NEG,positive
157,157,0, Rivers of The Conflict over water in the Middle,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",0.0,0.223,-0.3182,NEG,positive
158,158,0, dispute on the blue nile,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",0.0,0.403,-0.4019,NEG,negative
159,159,0, Minister of Water Resources and Irrigation told reporters at that point that Cairo had adopted new concerning the dispute over the Nile and its and expressed hope that other party responds to the underlying dispute remains,"{'neg': 0.126, 'neu': 0.744, 'pos': 0.13, 'compound': 0.0516}",0.13,0.126,0.0516,POS,negative
160,160,0, conflict to,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",0.0,0.697,-0.3182,NEG,positive
161,161,0, Drought Fuel Water Conflict between Addis,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",0.0,0.315,-0.3182,NEG,positive
162,162,0, Conflict Clogging Up Renaissance Dam,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",0.0,0.365,-0.3182,NEG,negative
163,163,0, Solutions to Dam Dispute Remain,"{'neg': 0.365, 'neu': 0.405, 'pos': 0.23, 'compound': -0.25}",0.23,0.365,-0.25,NEG,positive
164,164,0, at Predicting International River Basin Conflict and,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",0.0,0.277,-0.3182,NEG,positive
165,165,0, International Negotiation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
166,166,0, and Pastoral Conflict along the,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",0.0,0.365,-0.3182,NEG,positive
167,167,0, Military Incursion in the What Does It Mean for Horn Dam Egyptian Diplomacy between Negotiation and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
168,168,0, Border Dispute New Thorn in Renaissance Dam,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",0.0,0.31,-0.4019,NEG,positive
169,169,0, Domestic Struggles and Conflict with Ethiopia over the Nile,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.5859}",0.0,0.407,-0.5859,NEG,positive
170,170,0, Journal of Conflict Resolution,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}",0.0,0.434,-0.3182,NEG,positive
171,171,0, Dispute over Oromo Could Derail Dam,"{'neg': 0.551, 'neu': 0.449, 'pos': 0.0, 'compound': -0.5994}",0.0,0.551,-0.5994,NEG,positive
172,172,0, Conflict to,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",0.0,0.697,-0.3182,NEG,positive
173,173,0, A Compensation Mechanism A renewed attempt to resolve the Nile water conflict by external actors can no longer be limited to facilitating negotiations between the conflict,"{'neg': 0.287, 'neu': 0.627, 'pos': 0.086, 'compound': -0.6249}",0.086,0.287,-0.6249,NEG,positive
174,174,0, pp Sexton R Environment and conflict in Latin,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",0.0,0.277,-0.3182,NEG,positive
175,175,0, The Nile waters became a serious cause of conflict in this,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.3818}",0.0,0.31,-0.3818,NEG,positive
176,176,0, Conflict and Cooperation related to International Water Historical,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
177,177,0, Kliot Water Resources and Conflict in the Middle,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
178,178,0, conflict and cooperation in international river,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",0.0,0.315,-0.3182,NEG,positive
179,179,0, and International conflict over water resources in Himalayan,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
180,180,0, Geography of international water conflict and Data sets and,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",0.0,0.223,-0.3182,NEG,positive
181,181,0, On the river a move to avert a conflict over,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.4588}",0.0,0.4,-0.4588,NEG,positive
182,182,0, The Blue Potential for conflict and alternatives for meeting future,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",0.0,0.204,-0.3182,NEG,positive
183,183,0, Hydropolitics in the Third Conflict and Cooperation in International River,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",0.0,0.204,-0.3182,NEG,positive
184,184,0, Waterbury and a new Nile waters in Water Management and Conflict Resolution,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}",0.0,0.187,-0.3182,NEG,positive
185,185,0, International Water Treaties Negotiation and cooperation along transboundary,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
186,186,0, African Journal of Conflict,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}",0.0,0.434,-0.3182,NEG,positive
187,187,0, The war over,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.5994}",0.0,0.661,-0.5994,NEG,positive
188,188,0, Tracking cooperation and conflict in national Historic and recent,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}",0.0,0.223,-0.3182,NEG,positive
189,189,0, water as a tool for conflict prevention and broader benefit,"{'neg': 0.187, 'neu': 0.569, 'pos': 0.244, 'compound': 0.1779}",0.244,0.187,0.1779,POS,positive
190,190,0, Revisiting transboundary water conflict eration and the political,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",0.0,0.247,-0.3182,NEG,positive
191,191,0, Shared Conflict and,"{'neg': 0.404, 'neu': 0.175, 'pos': 0.421, 'compound': 0.0258}",0.421,0.404,0.0258,POS,positive
192,192,0, Conflict,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",0.0,1.0,-0.3182,NEG,positive
193,193,0, Luckily the conflict did not lead to,"{'neg': 0.217, 'neu': 0.472, 'pos': 0.311, 'compound': 0.25}",0.311,0.217,0.25,POS,positive
194,194,0, FÜRST The Conflict over the An,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",0.0,0.315,-0.3182,NEG,positive
195,195,0, Transboundary Water Resources conflict The Danube Basin,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",0.0,0.277,-0.3182,NEG,positive
196,196,0, The two countries are both affected by the conflict and dispute of distribution and utilization of water runoff of Nile because they depend highly on the,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.6808}",0.0,0.223,-0.6808,NEG,negative
197,197,0, The security dispute was still high on South,"{'neg': 0.243, 'neu': 0.541, 'pos': 0.216, 'compound': -0.0772}",0.216,0.243,-0.0772,NEG,positive
198,198,0, Study of transboundary dispute The Lesotho Highlands Water,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.0,0.278,-0.4019,NEG,negative
199,199,0, Bridges over Understanding Transboundary Water Negotiation and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
200,200,0, Political and legal aspects of the Indus water dispute between India and,"{'neg': 0.19, 'neu': 0.704, 'pos': 0.106, 'compound': -0.296}",0.106,0.19,-0.296,NEG,positive
201,201,0, Case Study of Transboundary Dispute The Indus Water,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.0,0.278,-0.4019,NEG,positive
202,202,0, International Negotiation The Third,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
203,203,0, Journal of Law and Conflict Resolution,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}",0.0,0.315,-0.3182,NEG,positive
204,204,0, Detailed study of conflict resolution mechanism of how countries transborder environmental conflict and the legal approaches they adopt will benefit a purposeful analysis of transboundary natural resource management in mitigating escalation of,"{'neg': 0.12, 'neu': 0.653, 'pos': 0.227, 'compound': 0.4767}",0.227,0.12,0.4767,POS,positive
205,205,0, CONFLICT OF INTEREST The author has not declared any conflict of,"{'neg': 0.181, 'neu': 0.478, 'pos': 0.34, 'compound': 0.3944}",0.34,0.181,0.3944,POS,positive
206,206,0, The Nile River in Surface Water Conflict Resolution A Case Study Journal of Natural Life,"{'neg': 0.137, 'neu': 0.714, 'pos': 0.149, 'compound': 0.0516}",0.149,0.137,0.0516,POS,negative
207,207,0, Conict and cooperation Hegemony,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
208,208,0, Journal of Conict,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
209,209,0, Conict and the environment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
210,210,0, Environmental conict,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
211,211,0, Water in the Middle Conict or cooperation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
212,212,0, Water in the Middle Conict or,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
213,213,0, W W L Conflict W L L Conflict L L L Conflict L L W Conflict L W W Conflict Ethiopia takes its unilateral decision to construct the sharing benefits with but ignoring the right of Egypt to participate in the process and ensuring its water security during the phases of filling operation and management in drought,"{'neg': 0.222, 'neu': 0.601, 'pos': 0.177, 'compound': -0.09}",0.177,0.222,-0.09,NEG,positive
214,214,0, CONFLICT AND COOPERATION OVER INTERNATIONAL FRESHWATER Indicators of Basins At,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4648}",0.0,0.252,-0.4648,NEG,positive
215,215,0, Accessed June Tanzi Contartese C Dispute dispute settlement and implementation tion in international water the added value of the establishment of an implementation mechanism under the water,"{'neg': 0.175, 'neu': 0.747, 'pos': 0.078, 'compound': -0.4588}",0.078,0.175,-0.4588,NEG,negative
216,216,0, Some of them are currently in dispute over the sharing of their common,"{'neg': 0.164, 'neu': 0.667, 'pos': 0.17, 'compound': 0.0258}",0.17,0.164,0.0258,POS,positive
217,217,0, All the agreements constitute the provisions for information sharing and provide ways and means of conflict management in case of dispute among the signed,"{'neg': 0.167, 'neu': 0.669, 'pos': 0.164, 'compound': -0.0258}",0.164,0.167,-0.0258,NEG,negative
218,218,0, Comprehensive Assessment of the Freshwater Resources of the International Fresh Water Conflict or,"{'neg': 0.139, 'neu': 0.602, 'pos': 0.259, 'compound': 0.25}",0.259,0.139,0.25,POS,positive
219,219,0, in transboundary water disputes and dispute in Green Cross International,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5859}",0.0,0.375,-0.5859,NEG,negative
220,220,0, conflict and geographical Cambridge Review of International,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",0.0,0.277,-0.3182,NEG,positive
221,221,0, challenges to egyptian,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.394,0.0,0.0772,POS,positive
222,222,0, This is particularly important given the length of the negotiation,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2716}",0.189,0.0,0.2716,POS,positive
223,223,0, In The River Nile in the Conflict and Cooperation among the Nile Basin edited by,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",0.0,0.141,-0.3182,NEG,positive
224,224,0, conflict and,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",0.0,0.697,-0.3182,NEG,positive
225,225,0, on the Linkages between domestic water policy making and transboundary conflict and,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",0.0,0.173,-0.3182,NEG,positive
226,226,0, water cooperation as a tool for conflict prevention and broader benefit,"{'neg': 0.173, 'neu': 0.602, 'pos': 0.226, 'compound': 0.1779}",0.226,0.173,0.1779,POS,positive
227,227,0, In and Water in the Middle Potential for conflict and prospects for,"{'neg': 0.159, 'neu': 0.69, 'pos': 0.152, 'compound': -0.0258}",0.152,0.159,-0.0258,NEG,positive
228,228,0, the river a move to avert a conflict over,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4588}",0.0,0.444,-0.4588,NEG,positive
229,229,0, UNDP International Network for Capacity Building in Integrated Water Resources Conflict resolution and negotiation skills for integrated water integrated water resources management Training at,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3182}",0.0,0.091,-0.3182,NEG,positive
230,230,0, and Ethiopia take dam dispute to viewed from,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.0,0.278,-0.4019,NEG,positive
231,231,0, It important to analyze the issues of conflict and cooperation related to Nile,"{'neg': 0.152, 'neu': 0.728, 'pos': 0.119, 'compound': -0.128}",0.119,0.152,-0.128,NEG,positive
232,232,0, Adoption of the From Conflict to Cooperation The shift of the African states from water conflict to water cooperation was possible through the adoption of the of the,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5574}",0.0,0.15,-0.5574,NEG,positive
233,233,0, This indicates that dams are in conflict with the use of water resources in other,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",0.0,0.141,-0.3182,NEG,positive
234,234,0, P From Conflict to Cooperation in the Management of The Nile Experience Linking Environment and Security Conflict Prevention and Peace Making in East and Horn of,"{'neg': 0.146, 'neu': 0.667, 'pos': 0.187, 'compound': 0.3182}",0.187,0.146,0.3182,POS,positive
235,235,0, Egyptian,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
236,236,0, Shared Conict and,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.545,0.0,0.34,POS,positive
237,237,0, December government in the dam negotiation with J G White,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
238,238,0, With growing feelings of Ethiopia continued to bewail facts through kept it out of the picture of the convoluted Nile politic in the late,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.1779}",0.069,0.0,0.1779,POS,positive
